id,observed_on,month,user_id,user_login,created_at,quality_grade,license,url,description,place_guess,latitude,longitude,coordinates_obscured,place_county_name,species_guess,scientific_name,state
60867092,9/25/2020,9,2381135,mitsg,2020-09-26 19:52:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60867092,,"Massachusetts, US",42.66741492,-71.56068672,TRUE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
60867216,9/25/2020,9,2381135,mitsg,2020-09-26 19:53:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60867216,,"Massachusetts, US",42.75150231,-71.54501297,TRUE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
62445031,10/12/2020,10,2381135,mitsg,2020-10-12 23:53:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62445031,Tick was in a dog for a half day and not moving when removed. The dog had Frontline Plus applied 2 days prior. Tick was probably from area that dog was hunting a chipmunk. ,"Massachusetts, US",42.6962253,-71.42847669,TRUE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
62681353,10/15/2020,10,1136299,gatesdupont,2020-10-16 01:18:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/62681353,,"Channing Rd, Concord, MA, US",42.48751333,-71.39373833,FALSE,Middlesex,,Ixodes scapularis,Massachusetts
63765380,10/27/2020,10,3684045,thomas1235,2020-10-29 15:09:58 UTC,research,,https://www.inaturalist.org/observations/63765380,,"Franklin St, North Billerica, MA, US",42.58880333,-71.29326667,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
64550375,11/8/2020,11,502784,jane41,2020-11-09 21:38:37 UTC,research,,https://www.inaturalist.org/observations/64550375,,"Natick, MA, USA",42.25515667,-71.33879167,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
64688734,11/11/2020,11,2805526,barnescrew,2020-11-11 20:54:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/64688734,,"Lebanon St, Melrose, MA, US",42.44443,-71.0558555,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
64967886,11/15/2020,11,848507,joemac,2020-11-15 21:18:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/64967886,,"Middlesex Fells Reservation, Melrose, MA, US",42.45192212,-71.08044739,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
65100756,11/17/2020,11,3636655,patswain,2020-11-17 20:42:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65100756,"tick probably deer tick, greatly magnified.","Pepperell, MA 01463, USA",42.692845,-71.591355,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
66012534,12/2/2020,12,3431843,markprice,2020-12-02 19:38:25 UTC,research,,https://www.inaturalist.org/observations/66012534,,"Church St, Winchester, MA, US",42.4472,-71.15173333,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
35288126,11/2/2019,11,534001,pamdarrow,2019-11-04 15:07:14 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/35288126,,"Rutland County, US-VT, US",43.4926908,-72.80233863,FALSE,Rutland,Dog Ticks,Dermacentor,Vermont
70346203,2/28/2021,2,1218043,normlevey,2021-02-28 20:52:16 UTC,research,,https://www.inaturalist.org/observations/70346203,Presumably. Photoed on corn snow. Yikes.,"Lincoln, MA, USA",42.40259219,-71.29566423,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
35926464,5/23/2019,5,12158,erikamitchell,2019-11-21 20:37:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/35926464,,"Washington, Vermont, United States",44.25925242,-72.56630571,FALSE,Washington,Ticks,Ixodidae,Vermont
71081423,3/12/2021,3,2381135,mitsg,2021-03-12 20:17:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71081423,Missing part of its head ,"Massachusetts, US",42.65392764,-71.58240997,TRUE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
71823265,3/21/2021,3,3626918,lorenzobioman,2021-03-22 20:37:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71823265,"Tiny tick that tried to kill me, I'm glad I caught it before much damage could be done.","Marlborough, MA, USA",42.35226944,-71.532775,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
72094880,3/26/2021,3,1594618,rherold,2021-03-26 16:21:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72094880,,"Carlisle, MA 01741, USA",42.52180278,-71.31591111,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
72298097,3/28/2021,3,620707,mlvbarnes,2021-03-28 19:59:57 UTC,research,,https://www.inaturalist.org/observations/72298097,,"S Great Rd, Lincoln, MA, US",42.41702167,-71.343405,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
72558454,3/31/2021,3,2724183,jmfanta,2021-03-31 21:22:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72558454,,"Brigham St, Marlborough, MA, US",42.32879213,-71.56074792,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
73113155,4/3/2021,4,3993237,ashliehunterr,2021-04-06 15:23:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73113155,,"Sudbury, MA, USA",42.3834278,-71.4161725,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
74079027,5/21/2011,5,3321184,thesquig,2021-04-15 21:07:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74079027,,"Pod Meadow, Wayland, MA",42.332088,-71.382526,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
74405499,4/18/2021,4,300606,greenbottleblue,2021-04-18 18:22:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74405499,Probably picked up in woods north of here,"Banks Square, Waltham, MA, USA",42.37492337,-71.24943276,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
74672578,4/20/2021,4,2601681,lwj4th,2021-04-20 20:55:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74672578,,"Banks Square, Waltham, MA, USA",42.36585343,-71.25318236,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
74928865,4/22/2021,4,4204034,scarletmacaw,2021-04-23 14:02:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74928865,,"Hapgood Wright Forest, Concord, MA, US",42.45451475,-71.34117159,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
75186627,4/24/2021,4,4034806,agarrity2640,2021-04-25 16:08:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75186627,,"Framingham, MA, USA",42.32018365,-71.4047402,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
75305939,4/26/2021,4,3993237,ashliehunterr,2021-04-26 13:06:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/75305939,,"Sudbury, MA, USA",42.3834278,-71.4161725,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
75648841,4/13/2021,4,4222681,quentinfrost,2021-04-29 13:00:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75648841,,"Boston Rd, Billerica, MA, US",42.56053529,-71.27070428,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
77035534,5/1/2021,5,4286587,marywestervelt,2021-05-03 19:04:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77035534,Found the tick after I got home.  ,"Stoneham, MA, USA",42.4464538,-71.08724043,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
77640667,5/6/2021,5,2542868,accipiter22,2021-05-06 18:44:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77640667,,"Newtonville, Newton, MA, USA",42.35249041,-71.21683305,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
77676701,5/6/2021,5,1012537,mkblue,2021-05-06 23:21:11 UTC,research,,https://www.inaturalist.org/observations/77676701,,"Sudbury, MA 01776, USA",42.39260833,-71.36759167,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
81387734,6/2/2021,6,171171,ntepper,2021-06-03 02:43:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81387734,,"Texas Rd, Westford, MA, US",42.54640333,-71.41314667,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
83090748,6/14/2021,6,502819,jb95,2021-06-15 03:18:17 UTC,research,,https://www.inaturalist.org/observations/83090748,,"Groton, MA 01450, USA",42.58105604,-71.53106242,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
83208224,6/15/2021,6,516423,liambrister,2021-06-16 00:58:54 UTC,research,,https://www.inaturalist.org/observations/83208224,,"Medford, MA, USA",42.41837222,-71.10941389,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
85368306,7/1/2021,7,254559,tmurray74,2021-07-02 18:35:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85368306,,"Groton yard, MA, USA",42.60420028,-71.61681977,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
97971818,10/9/2021,10,254559,tmurray74,2021-10-12 02:59:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97971818,,"Groton yard, MA, USA",42.60420028,-71.61681977,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
98413758,10/16/2021,10,848507,joemac,2021-10-16 20:00:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98413758,Female,"Middlesex Fells Reservation, Melrose, MA, US",42.451795,-71.08029167,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
98940394,10/21/2021,10,1956393,mamiles,2021-10-22 02:21:49 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/98940394,,"West Concord, Concord, MA 01742, USA",42.445145,-71.40583167,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
36896275,7/11/2019,7,12158,erikamitchell,2019-12-23 22:51:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36896275,,"Washington, Vermont, United States",44.32492715,-72.48100923,FALSE,Washington,American Dog Tick,Dermacentor variabilis,Vermont
37178361,7/5/2019,7,20198,joshualincoln,2020-01-02 01:33:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37178361,,"44.285405, -72.252253",44.285405,-72.252253,FALSE,Caledonia,American Dog Tick,Dermacentor variabilis,Vermont
99765091,10/30/2021,10,881827,mythical_mold,2021-10-30 05:42:24 UTC,research,CC-BY,https://www.inaturalist.org/observations/99765091,This one was in my abdomen!!! ,"High St, Lowell, MA, US",42.64432,-71.30175,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
99921822,10/31/2021,10,208120,jef,2021-10-31 22:20:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99921822,,"Middlesex Fells Reservation, Medford, MA, US",42.4463,-71.10025,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
100419622,11/6/2021,11,4303254,evan_shapiro,2021-11-06 18:48:54 UTC,research,,https://www.inaturalist.org/observations/100419622,,"Sibley Rd, Waltham, MA, US",42.36588467,-71.26721628,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
100801193,11/10/2021,11,742257,booksontape,2021-11-10 22:00:18 UTC,needs_id,,https://www.inaturalist.org/observations/100801193,,"Lincoln Rd, Wayland, MA, US",42.39018249,-71.34719924,FALSE,Middlesex,,Ixodes scapularis,Massachusetts
100897285,11/11/2021,11,4770435,ramonamolnar,2021-11-12 02:00:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100897285,,"Spring St, Hopkinton, MA, US",42.22947842,-71.5948766,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
101051644,11/13/2021,11,2381135,mitsg,2021-11-13 23:56:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101051644,Less than 1/8”,"Middlesex County, US-MA, US",42.51822405,-71.53967613,TRUE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
101129028,10/30/2020,10,5210100,rb_21,2021-11-14 20:10:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101129028,,"Wakefield, MA 01880, USA",42.48652679,-71.07539903,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
1292982,3/14/2015,3,76331,khimmler,2015-03-15 00:41:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1292982,,New Market Pond,40.577444,-74.453479,FALSE,Middlesex,Blacklegged Tick,Ixodes scapularis,New Jersey
1469290,5/9/2015,5,73716,jonibaum,2015-05-09 18:44:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1469290,,"Rutgers Univ Livingston Campus, Edison, NJ, US",40.51601,-74.43775,FALSE,Middlesex,blacklegged tick,Ixodes scapularis,New Jersey
2782240,3/14/2016,3,77237,nataliebee,2016-03-14 18:00:49 UTC,research,CC-BY-SA,http://www.inaturalist.org/observations/2782240,"Entombed in tape for identification purposes, found on my neck :(","Rutgers University Cook-Douglass Campus, New Brunswick, NJ, US",40.47683,-74.43821667,FALSE,Middlesex,Blacklegged Tick,Ixodes scapularis,New Jersey
2895458,3/13/2016,3,73668,yaoshawn,2016-04-07 20:29:18 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2895458,,"151–191 Albany St, 新布伦兹维克, NJ, US",40.48062243,-74.43549657,FALSE,Middlesex,Ixodes,Ixodes scapularis,New Jersey
5206151,3/1/2017,3,76451,perzley,2017-03-01 21:20:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5206151,This fell off of my dog. It came from somewhere in Metuchen.,"98 Spring St, Metuchen, NJ, US",40.53661478,-74.36199132,FALSE,Middlesex,Blacklegged Tick,Ixodes scapularis,New Jersey
72962165,4/4/2021,4,106768,mmccarthy98,2021-04-05 00:56:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72962165,,"Piscataway, NJ 08854, USA",40.51964606,-74.45259038,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
82857527,6/13/2021,6,835060,hb2000,2021-06-13 16:04:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82857527,,"East Brunswick, NJ, USA",40.4207249,-74.46819673,FALSE,Middlesex,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
8840243,11/16/2017,11,616196,kscarpino,2017-11-17 19:36:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/8840243,,larchwood ave west long branch,40.280892,-74.011011,FALSE,Monmouth,Hardbacked Ticks,Ixodes scapularis,New Jersey
41207972,4/1/2020,4,20198,joshualincoln,2020-04-02 02:14:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/41207972,,"Washington County, VT, USA",44.36292309,-72.74848617,FALSE,Washington,American Dog Tick,Dermacentor variabilis,Vermont
48495630,6/4/2020,6,2923826,ksu-sha,2020-06-05 00:56:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48495630,,"Freehold Township, NJ, USA",40.2903887,-74.2860894,FALSE,Monmouth,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
66706154,12/17/2020,12,1932203,bioecologist,2020-12-17 19:29:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/66706154,,"Holmdel, NJ, USA",40.40058667,-74.19047747,FALSE,Monmouth,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
72835711,3/31/2021,3,3272103,fonduefighter,2021-04-03 23:03:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/72835711,,"Beachfront, Manasquan, NJ, US",40.10735229,-74.03455056,FALSE,Monmouth,Ticks,Ixodes scapularis,New Jersey
74375558,4/18/2021,4,3834121,hanaway_croddick,2021-04-18 14:54:36 UTC,research,,https://www.inaturalist.org/observations/74375558,,"Main St, Oceanport, NJ, US",40.31382919,-74.03144365,FALSE,Monmouth,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
76399443,3/19/2021,3,4312104,epaintee,2021-05-02 02:52:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76399443,,"Jonathan Holmes Rd, Cream Ridge, NJ, US",40.1277,-74.484855,FALSE,Monmouth,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
98881006,10/21/2021,10,1203264,rmikaelian,2021-10-21 14:01:23 UTC,needs_id,,https://www.inaturalist.org/observations/98881006,kinda attached itself like a tick would. possibly baby tick?,"Monmouth University, West Long Branch, NJ, US",40.28375973,-74.00479242,FALSE,Monmouth,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
14246679,7/7/2018,7,466325,humanbyweight,2018-07-11 01:19:47 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/14246679,Found embedded in me.,"Chili, NY, USA",43.06775175,-77.71798427,FALSE,Monroe,Blacklegged Tick,Ixodes scapularis,New York
14246681,7/7/2018,7,466325,humanbyweight,2018-07-11 01:19:48 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/14246681,Found embedded in me.,"Monroe County, NY, USA",43.09014188,-77.65998235,FALSE,Monroe,Blacklegged Tick,Ixodes scapularis,New York
18291791,3/19/2012,3,777160,stevendaniel,2018-11-09 21:21:54 UTC,research,,https://www.inaturalist.org/observations/18291791,male  20X,"Monroe County, NY, USA",43.03785961,-77.4769813,FALSE,Monroe,Blacklegged Tick,Ixodes scapularis,New York
18291792,3/19/2012,3,777160,stevendaniel,2018-11-09 21:21:54 UTC,research,,https://www.inaturalist.org/observations/18291792,female - 17X,"Monroe County, NY, USA",43.03827474,-77.47794589,FALSE,Monroe,Blacklegged Tick,Ixodes scapularis,New York
21601790,3/25/2019,3,994991,lumenal,2019-03-25 17:20:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21601790,Found on pants after hiking,"County Rd 74, Pittsford, NY 14534, USA",43.0319252,-77.55679321,FALSE,Monroe,Blacklegged Tick,Ixodes scapularis,New York
23753912,4/28/2019,4,788162,jaime59,2019-04-28 22:06:36 UTC,research,,https://www.inaturalist.org/observations/23753912,,"34 Linden St, Rochester, NY, US",43.13877686,-77.61314001,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
24331972,4/21/2019,4,1611372,kglors,2019-05-02 00:36:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24331972,,"769 Rush Scottsville Rd, Rush, NY 14543, USA",42.99882759,-77.69586973,FALSE,Monroe,Blacklegged Tick,Ixodes scapularis,New York
27322710,6/20/2019,6,1895363,apayco,2019-06-20 13:59:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27322710,,"960-1205 Rousseau Dr, Webster, NY, US",43.20481333,-77.45732833,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
34479292,10/16/2019,10,503953,morphospirit,2019-10-17 00:31:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34479292,,"Cornwall Ln, Rochester, NY, US",43.230145,-77.59323,FALSE,Monroe,,Ixodes scapularis,New York
40296219,3/20/2020,3,777160,stevendaniel,2020-03-20 16:00:45 UTC,research,,https://www.inaturalist.org/observations/40296219,Ah spring :-(,"Powder Mill Park, Pittsford, NY, US",43.04923883,-77.48384667,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
40832571,3/27/2020,3,1972806,cheribaby2215,2020-03-27 19:11:49 UTC,research,,https://www.inaturalist.org/observations/40832571,,Fairport,43.1,-77.47,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
41872943,4/10/2020,4,777160,stevendaniel,2020-04-11 01:08:59 UTC,research,,https://www.inaturalist.org/observations/41872943,3 Females and five males.  Adults. All from a single outing a week ago. It took a full week in a glass of water for them to finally die.  Except the one in the lower left started walking right after I took this picture.,"Powder Mill Park, Pittsford, NY, US",43.04144484,-77.480494,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
42887109,4/22/2020,4,1997444,lauri18,2020-04-22 20:36:55 UTC,research,,https://www.inaturalist.org/observations/42887109,,"N Landing Rd, Rochester, NY, US",43.1559769,-77.52888738,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
44654032,5/2/2020,5,440540,jjaenike,2020-05-02 22:23:25 UTC,research,,https://www.inaturalist.org/observations/44654032,Found on my dog today. Dimensions 6 x 3 mm. Is this a deer tick?,"Mulberry St, Rochester, NY, US",43.1365805,-77.60257,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
52009110,7/5/2020,7,788162,jaime59,2020-07-05 12:36:21 UTC,research,,https://www.inaturalist.org/observations/52009110,Pulled this bugger off my back the day after a hike. 6 mm long,"Linden St, Rochester, NY, US",43.13846117,-77.61280833,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
61613376,10/3/2020,10,2112754,cleftcutie,2020-10-03 22:04:44 UTC,research,,https://www.inaturalist.org/observations/61613376,,"Bayway Dr, Webster, NY, US",43.22060333,-77.52085,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
63716477,10/28/2020,10,8778,gyrrlfalcon,2020-10-28 19:08:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63716477,,"Dewey Ave, Rochester, NY, US",43.21053322,-77.63858967,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
63797546,10/29/2020,10,503953,morphospirit,2020-10-30 01:26:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63797546,Found embedded but dead on my dog,"Edgeview Ln, Rochester, NY, US",43.11883505,-77.55799082,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
75203122,4/25/2021,4,2777661,randysgardenbeds,2021-04-25 18:02:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75203122,,"S Washington St, Rochester, NY, US",43.1530695,-77.61595833,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
80422138,5/26/2021,5,1537014,human_landfill,2021-05-26 23:27:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80422138,first tick ever. i think its a right of passage...,"Channing H. Philbrick Park, Rochester, NY, US",43.12724972,-77.48783311,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
44657187,5/2/2020,5,1762492,kasiioakley,2020-05-02 22:49:19 UTC,research,,https://www.inaturalist.org/observations/44657187,,"High Ridge Rd, Saint Johnsbury, VT, US",44.37454283,-71.87618543,FALSE,Caledonia,American Dog Tick,Dermacentor variabilis,Vermont
44675732,5/2/2020,5,12158,erikamitchell,2020-05-03 01:43:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44675732,,"Calais, VT, USA",44.34075057,-72.46134319,FALSE,Washington,American Dog Tick,Dermacentor variabilis,Vermont
44826269,5/3/2020,5,16575,mothvet,2020-05-04 01:24:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/44826269,either dog or moose tick - found along logging road,"Brunswick, Vermont",44.72415,-71.640194,FALSE,Essex,Dog Ticks,Dermacentor,Vermont
80429665,5/26/2021,5,1537014,human_landfill,2021-05-27 00:43:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80429665,,"Channing H. Philbrick Park, Rochester, NY, US",43.12707034,-77.49010958,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
99921522,10/31/2021,10,2103269,drveggie,2021-10-31 22:17:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99921522,,"Lyons Rd, Honeoye Falls, NY, US",43.0024,-77.6175,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
101353603,11/17/2021,11,389807,kcat,2021-11-17 20:56:41 UTC,research,,https://www.inaturalist.org/observations/101353603,,"Mendon Ponds Park, Honeoye Falls, NY, US",43.01623612,-77.57409667,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
102827024,12/10/2021,12,3625192,rhwxyz123,2021-12-10 18:33:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102827024,,"St Paul St, Rochester, NY, US",43.161,-77.61061167,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
45322771,5/8/2020,5,2716247,mhfsobserverph,2020-05-09 00:32:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45322771,MK,"Washington County, US-VT, US",44.40395358,-72.30284125,FALSE,Washington,American Dog Tick,Dermacentor variabilis,Vermont
45356666,6/25/2019,6,2930600,sppoulos,2020-05-09 12:26:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45356666,,"Vermont College of Fine Arts, Montpelier, VT, US",44.256375,-72.56756667,FALSE,Washington,American Dog Tick,Dermacentor variabilis,Vermont
103612334,12/24/2021,12,440540,jjaenike,2021-12-25 01:52:47 UTC,research,,https://www.inaturalist.org/observations/103612334,Solid black scutum. About 5/16” long,"Mulberry St, Rochester, NY, US",43.1365278,-77.6025353,FALSE,Monroe,Eastern Black-legged Tick,Ixodes scapularis,New York
2836736,3/25/2016,3,77467,celticcail,2016-03-27 14:18:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2836736,,"Troy Meadows, Parsippany-Troy Hills, NJ",40.847131,-74.355055,FALSE,Morris,Blacklegged Tick,Ixodes scapularis,New Jersey
5682236,4/2/2017,4,77467,celticcail,2017-04-14 01:31:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5682236,,"Parsippany-Troy Hills, NJ, USA",40.84924641,-74.35603201,FALSE,Morris,Blacklegged Tick,Ixodes scapularis,New Jersey
10968662,4/15/2018,4,737043,jrle,2018-04-15 16:55:25 UTC,needs_id,,https://www.inaturalist.org/observations/10968662,,"Morristown, NJ  07960, Morristown, NJ, US",40.78785281,-74.50541439,FALSE,Morris,Ixodes,Ixodes scapularis,New Jersey
22444274,4/13/2019,4,1197483,zackf,2019-04-14 01:27:51 UTC,research,,https://www.inaturalist.org/observations/22444274,,"Lake Hopatcong, Jefferson, NJ 07849, USA",40.93223558,-74.60967779,FALSE,Morris,Blacklegged Tick,Ixodes scapularis,New Jersey
37341659,1/6/2020,1,2187225,gwt2102,2020-01-06 17:08:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37341659,"On our dog in January, with snow on the ground! No break from
Ticks any more.","River Rd, Flanders, NJ, US",40.83368667,-74.72913333,FALSE,Morris,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
39857509,3/10/2020,3,2486543,kitmonster,2020-03-11 22:12:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39857509,,"Morris, New Jersey, United States",40.75763218,-74.71945364,FALSE,Morris,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
46709093,5/19/2020,5,2482264,gsexauer,2020-05-21 11:26:53 UTC,research,CC0,https://www.inaturalist.org/observations/46709093,,"Main Street at Pine Street, Burlington, VT 05401, USA",44.47574866,-73.21604423,FALSE,Chittenden,American Dog Tick,Dermacentor variabilis,Vermont
47061892,5/23/2020,5,3017774,ukayak2,2020-05-24 02:32:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47061892,,"County Rd, East Calais, VT, US",44.43215799,-72.46735792,FALSE,Washington,American Dog Tick,Dermacentor variabilis,Vermont
